Reference,Gene,Peptide,Measurement,Protein,25%,75%,mRNA,Error,tp8mer,tp7m8,tp7A1,orf8mer,orf7m8,orf7A1,fp8mer,fp7m8,fp7A1
NM_001012321,RPSA,1,10,-0.182 ,-0.182 ,-0.091 ,-,-,0,0,0,0,0,0,0,0,0
NM_134470,IL1RAP,-,-,-,-,-,0.102 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_006286,TFDP2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
NM_175924,ILDR1,-,-,-,-,-,0.055 ,0.204 ,0,0,1,0,0,0,0,0,0
NM_006354,TADA3L,-,-,-,-,-,-0.229 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_020347,LZTFL1,-,-,-,-,-,0.195 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_015720,PODXL2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_033254,BOC,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0
NM_198056,SCN5A,-,-,-,-,-,0.222 ,0.271 ,0,0,0,0,0,0,0,0,0
NM_017836,SLC41A3,-,-,-,-,-,0.159 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_033084,FANCD2,-,-,-,-,-,-0.269 ,0.248 ,0,0,0,0,0,0,0,0,0
NM_006030,CACNA2D2,-,-,-,-,-,0.476 ,0.280 ,0,1,0,0,1,0,0,0,0
NM_145262,GLYCTK,-,-,-,-,-,0.089 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_001025069,ARPP-21,-,-,-,-,-,0.523 ,1.308 ,0,0,0,0,0,0,0,0,0
NM_001042604,XRN1,-,-,-,-,-,-0.375 ,0.332 ,1,2,2,0,0,0,0,0,0
NM_022171,TCTA,-,-,-,-,-,-0.502 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_001039547,GK5,-,-,-,-,-,0.016 ,0.206 ,1,1,2,0,0,0,0,0,0
NM_014831,LBA1,-,-,-,-,-,-0.663 ,0.232 ,0,0,1,0,1,0,0,0,0
NM_002942,ROBO2,-,-,-,-,-,0.097 ,0.230 ,0,1,0,0,0,0,0,0,0
NM_198178,MITF,-,-,-,-,-,-0.142 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_152394,C3ORF44,-,-,-,-,-,0.041 ,0.222 ,0,0,0,0,1,0,0,0,0
NM_001018115,FANCD2,-,-,-,-,-,-0.044 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_018462,C3ORF10,-,-,-,-,-,-0.047 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_052985,IFT122,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_024727,LRRC31,-,-,-,-,-,-0.422 ,0.321 ,0,0,0,0,0,0,0,0,0
NM_004186,SEMA3F,-,-,-,-,-,0.017 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001706,BCL6,-,-,-,-,-,-0.261 ,0.206 ,0,0,1,0,0,0,0,0,0
NM_130830,LRRC15,-,-,-,-,-,-0.616 ,0.393 ,0,0,0,0,0,0,0,0,0
NM_014016,SACM1L,-,-,-,-,-,-0.641 ,0.212 ,0,1,1,0,1,1,0,0,0
NM_001003793,RBMS3,-,-,-,-,-,-0.551 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_175727,IL5RA,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_001966,EHHADH,-,-,-,-,-,0.097 ,0.237 ,0,0,0,0,0,0,0,0,0
NM_173799,VSTM3,-,-,-,-,-,0.267 ,0.473 ,0,0,0,0,0,0,0,0,0
NM_021627,SENP2,-,-,-,-,-,0.099 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_020707,HHATL,-,-,-,-,-,-0.022 ,0.349 ,0,0,0,0,0,0,0,0,0
NM_002971,SATB1,-,-,-,-,-,0.278 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_014463,LSM3,1,2,0.311 ,0.289 ,0.334 ,0.195 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_002740,PRKCI,-,-,-,-,-,-0.166 ,0.205 ,0,0,1,0,1,0,0,0,0
NM_001837,CCR3,-,-,-,-,-,0.124 ,0.213 ,0,1,0,0,0,0,0,0,0
NM_002950,RPN1,4,7,-0.492 ,-0.580 ,-0.030 ,-0.046 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_007354,C3ORF27,-,-,-,-,-,0.075 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_052969,RPL39L,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_182589,HTR3E,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152678,FAM116A,-,-,-,-,-,0.376 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_016128,COPG,-,-,-,-,-,-0.151 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_198407,GHSR,-,-,-,-,-,0.027 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_144635,FAM131A,-,-,-,-,-,-0.280 ,0.208 ,0,0,0,0,0,0,0,1,0
NM_016291,IHPK2,-,-,-,-,-,0.112 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001879,MASP1,-,-,-,-,-,0.256 ,0.584 ,0,0,0,0,0,0,0,0,0
NM_138287,DTX3L,-,-,-,-,-,0.269 ,0.211 ,0,0,0,1,0,0,0,0,0
NM_001040183,CLDND1,-,-,-,-,-,0.545 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_002045,GAP43,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_023915,GPR87,-,-,-,-,-,-0.368 ,0.261 ,0,0,0,0,0,0,0,0,0
NM_015900,PLA1A,-,-,-,-,-,0.045 ,0.309 ,0,0,0,0,0,0,0,0,0
NM_001012411,SGOL1,-,-,-,-,-,0.125 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_015560,OPA1,-,-,-,-,-,0.055 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002012,FHIT,-,-,-,-,-,-0.030 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_147129,ALS2CL,-,-,-,-,-,0.203 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_022064,RNF123,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_004130,GYG1,-,-,-,-,-,0.433 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_014398,LAMP3,-,-,-,-,-,0.453 ,0.224 ,0,0,0,0,0,0,0,0,0
NM_032343,CHCHD6,-,-,-,-,-,0.141 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_016329,SFMBT1,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0
NM_031200,CCR9,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_138410,CMTM7,-,-,-,-,-,1.020 ,0.224 ,0,0,0,0,0,0,0,0,0
AB011123.2,TNIK_HUMAN,-,-,-,-,-,0.109 ,0.207 ,0,0,0,0,1,0,0,0,0
AB058754.1,AMGO3_HUMAN,-,-,-,-,-,-0.412 ,0.208 ,0,0,0,0,0,0,0,0,0
AF085359.1,-,-,-,-,-,-,0.027 ,0.204 ,0,1,0,0,0,0,0,0,0
AK000231.1,Q9NRH2-2,-,-,-,-,-,-1.191 ,0.475 ,0,0,0,0,0,1,0,0,0
AK000581.1,ULK4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK000780.1,Q6GTN2_HUMAN,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK022483.1,Q6P5W8_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK022791.1,Q8NDX5-6,-,-,-,-,-,0.000 ,2.065 ,0,0,0,0,0,0,0,0,0
AK023029.1,Q8NDX5-4,-,-,-,-,-,-0.509 ,1.524 ,0,0,0,0,0,0,0,0,0
AK023138.1,DZIP3_HUMAN,-,-,-,-,-,-0.324 ,0.206 ,0,0,0,0,0,0,0,0,0
AK023765.1,KLHL18,-,-,-,-,-,0.311 ,0.216 ,0,0,0,0,2,0,0,0,0
AK024110.1,TTLL3,-,-,-,-,-,0.402 ,0.748 ,0,0,0,0,0,0,0,0,0
AK025619.1,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
AK025793.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK026416.1,-,-,-,-,-,-,0.807 ,0.710 ,0,1,0,0,0,0,0,0,0
AK026807.1,-,-,-,-,-,-,0.021 ,0.254 ,0,0,0,0,0,0,0,0,0
AK026915.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK027789.1,STT3B_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK054632.1,Q6PEY4_HUMAN,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK054696.1,Q96NS9_HUMAN,-,-,-,-,-,-,-,0,0,0,0,2,0,0,0,0
AK054831.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK055236.1,O00533,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK055831.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK056252.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK056287.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK056359.1,Q96DN7_HUMAN,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0
AK056377.1,KIAA1257,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK056398.1,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AK056401.1,-,-,-,-,-,-,-0.132 ,0.207 ,0,0,0,0,0,0,1,0,0
AK056491.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK056866.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK057406.1,Q96M38_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK057627.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK057791.1,Q8TCB7-2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK057923.1,-,-,-,-,-,-,0.234 ,0.246 ,0,0,0,0,0,0,0,0,0
AK057966.1,CCDC52,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK058092.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK058178.1,Q2M2Y9_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK058196.1,Q96LI1_HUMAN,-,-,-,-,-,-0.196 ,0.258 ,0,0,0,0,0,0,0,0,0
AK090588.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,0,0
AK090716.1,O75122-2,-,-,-,-,-,0.344 ,0.284 ,0,0,0,0,0,0,0,0,0
AK090895.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK090970.1,-,-,-,-,-,-,0.000 ,2.064 ,0,0,0,0,0,0,0,0,0
AK091192.1,Q8N266_HUMAN,-,-,-,-,-,0.603 ,0.545 ,0,0,0,0,0,0,0,0,0
AK091255.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
AK091527.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK092026.1,Q8NAV3_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK092352.1,Q8NAP4_HUMAN,-,-,-,-,-,0.377 ,0.208 ,0,0,0,0,0,0,0,0,0
AK092468.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK092565.1,EPHA6,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK092619.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK092703.1,TESSP2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK093069.1,Q8NA84_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK093118.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK093398.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
AK093477.1,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
AK094355.1,SRGAP3,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AK094634.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK094885.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK095107.1,Q8N9C1_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK095224.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK095277.1,Q8N1Q9_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK095729.1,CNTN4,-,-,-,-,-,-,-,0,0,0,0,1,1,0,0,0
AK095762.1,GRIP2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK096029.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK096121.1,-,-,-,-,-,-,0.109 ,0.205 ,0,0,0,0,0,0,0,1,0
AK096271.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK096432.1,CLSTN2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK096705.1,HSPBAP1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK096791.1,DHX30,2,2,0.062 ,-0.055 ,0.180 ,-,-,0,0,0,0,0,0,0,0,0
AK096808.1,DHX36,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK097338.1,LRRC31,-,-,-,-,-,0.028 ,0.632 ,0,0,0,0,0,0,0,0,0
AK097457.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK097644.1,EFHB,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK098102.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK098335.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK098417.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK098533.1,KIF15,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK098763.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK098828.1,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AL110136.1,-,-,-,-,-,-,0.216 ,0.205 ,0,1,0,0,0,0,0,0,0
AL133624.1,Q9HAT0_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AL136803.1,Q9H0G8_HUMAN,-,-,-,-,-,0.000 ,2.064 ,0,3,0,1,0,0,0,0,0
AL713787.1,Q659B5_HUMAN,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,1
AL831978.2,Q59GV0_HUMAN,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
AL832184.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AL832189.1,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
AL832205.1,Q69YR3_HUMAN,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AL832211.1,MYLK,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AL832736.1,GALNTL2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AL833171.1,LPP_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AL833204.1,Q5JPC9_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AL834499.1,Q8N398_HUMAN,-,-,-,-,-,0.106 ,0.207 ,0,0,0,0,0,0,0,0,0
BC001853.2,AZI2,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
BC002931.2,Q9H9A5,-,-,-,-,-,0.032 ,0.204 ,0,0,0,0,0,0,0,0,0
BC006252.2,Q9BRI2_HUMAN,-,-,-,-,-,0.503 ,0.209 ,0,0,0,0,1,0,0,0,0
BC007282.1,ARMET_HUMAN,3,5,0.249 ,0.087 ,0.347 ,0.258 ,0.205 ,0,0,0,0,0,0,0,0,0
BC007338.2,Q96IP9_HUMAN,-,-,-,-,-,0.201 ,0.205 ,0,0,0,0,0,0,0,0,0
BC007460.1,Q96QM0_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC010267.1,Q6DN90-2,-,-,-,-,-,0.187 ,0.208 ,0,0,0,0,0,0,0,0,0
BC011635.2,Q53H47-2,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
BC012204.1,FNDC3B,-,-,-,-,-,0.030 ,0.204 ,0,0,0,0,0,0,0,0,0
BC012503.1,MITF,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
BC014432.1,PDZRN3,-,-,-,-,-,-0.021 ,0.211 ,0,0,0,0,0,0,0,0,0
BC014794.1,ULK4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC015210.1,CC049_HUMAN,-,-,-,-,-,0.000 ,2.058 ,0,0,0,0,0,0,0,0,0
BC016050.2,Q8NHQ1-3,-,-,-,-,-,-0.250 ,0.206 ,0,0,0,0,0,0,0,0,0
BC020749.1,Q8WUE2_HUMAN,-,-,-,-,-,0.460 ,0.272 ,0,0,0,0,0,1,0,0,0
BC022792.1,Q8TBD9_HUMAN,-,-,-,-,-,-0.132 ,0.219 ,0,0,0,0,0,0,0,0,0
BC027729.2,Q17RH7,-,-,-,-,-,-0.020 ,0.215 ,1,0,0,0,0,0,0,0,0
BC028587.2,NEK11,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
BC029869.1,ENP3_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC030198.1,Q8N6H6_HUMAN,-,-,-,-,-,0.164 ,0.465 ,0,0,0,0,0,0,0,0,0
BC033615.1,KIAA0226,-,-,-,-,-,0.068 ,0.232 ,0,0,0,0,0,0,0,0,0
BC033880.2,ATP11B,-,-,-,-,-,0.193 ,0.205 ,0,0,0,0,0,0,0,0,0
BC034228.1,IQCF1,-,-,-,-,-,0.000 ,2.064 ,0,0,0,0,0,0,0,0,0
AK122738.1,CCNL1_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK123021.1,NEK11,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
AK123061.1,NEK10_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
AK123068.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK123226.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK123718.1,Q6ZW26_HUMAN,-,-,-,-,-,0.141 ,0.233 ,0,0,1,0,0,0,0,0,0
AK124137.1,TRNT1,-,-,-,-,-,0.122 ,0.204 ,0,0,0,0,0,0,0,0,0
AK124200.1,Q14BN4-6,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,0
AK124500.1,MCF2L2,-,-,-,-,-,-,-,0,0,0,0,1,1,0,0,0
AK124691.1,NP_899200,-,-,-,-,-,-0.398 ,0.354 ,0,0,0,0,0,0,0,0,0
AK124746.1,IFT122,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK124973.1,TM4SF19,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK125217.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK125477.1,Q9NVQ4-2,-,-,-,-,-,-,-,1,0,0,0,0,0,0,0,0
AK125500.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK125532.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK125536.1,TGM4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK125798.1,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AK125979.1,KALRN,-,-,-,-,-,0.229 ,0.214 ,0,0,0,0,0,0,0,0,0
AK125990.1,Q6ZU48_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK126307.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK126656.1,Q6ZTF8_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK126801.1,MYH15,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK126888.1,Q29RW6_HUMAN,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
AK126946.1,AADACL1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK126993.1,KY,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK127557.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK127584.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK127609.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK127955.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK128202.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK128561.1,COPB2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK128585.1,NEK10_HUMAN,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
AK129957.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,0,0
AK130231.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK130497.1,SLC22A14,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK130907.1,MINA,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
AK130974.1,Q0VFW9_HUMAN,-,-,-,-,-,-0.605 ,1.475 ,0,0,0,0,0,0,0,0,0
AK131014.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK131021.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
AK131044.1,NAALADL2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC013582.2,Q9BXW9-4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC015311.2,Q6PJI1_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC029129.1,A1A4F0_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC036083.1,Q8IYC9_HUMAN,-,-,-,-,-,-,-,0,1,0,0,2,0,0,0,0
BC036229.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC038806.1,Q8IXY4_HUMAN,-,-,-,-,-,0.365 ,0.208 ,0,0,0,0,0,0,0,0,0
BC042180.1,ATP11B,-,-,-,-,-,-0.593 ,0.256 ,0,0,0,0,0,0,0,0,0
BC047734.1,PTPRG,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
BC048104.1,Q8IZH2-3,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC051374.1,Q75RY0_HUMAN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BC053646.1,EIF2B5,-,-,-,-,-,-,-,1,0,0,0,0,0,0,0,0
BX537521.1,PLOD2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BX537734.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,1
BX640693.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BX647140.1,DCBLD2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,1
BX647736.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BX647790.1,MCF2L2,-,-,-,-,-,-,-,0,1,2,0,1,0,0,0,0
BX648237.1,ZBTB20,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,2
BX648496.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
BX648813.1,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
NM_024943,TMEM156,-,-,-,-,-,0.304 ,0.209 ,0,0,0,0,1,0,1,0,0
NM_020846,SLAIN2,-,-,-,-,-,0.298 ,0.206 ,1,2,0,0,0,0,0,0,0
NM_023940,RASL11B,-,-,-,-,-,0.826 ,0.234 ,0,0,0,0,0,0,0,0,0
NM_016067,MRPS18C,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_015236,LPHN3,-,-,-,-,-,-1.652 ,1.000 ,0,0,0,0,1,0,0,0,0
NM_032313,C4ORF14,-,-,-,-,-,0.000 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001010874,SRD5A2L2,-,-,-,-,-,0.000 ,2.061 ,1,0,1,0,0,0,0,0,0
NM_000909,NPY1R,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002993,CXCL6,-,-,-,-,-,0.489 ,0.546 ,0,0,0,0,0,0,0,0,0
NM_001154,ANXA5,4,10,-0.163 ,-0.207 ,-0.060 ,0.151 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001080476,LOC389207,-,-,-,-,-,-0.484 ,0.375 ,0,0,0,0,1,0,0,0,0
NM_000283,PDE6B,-,-,-,-,-,0.379 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_021139,UGT2B4,-,-,-,-,-,0.000 ,2.065 ,0,0,0,0,0,0,0,0,0
NM_025196,GRPEL1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001080531,LOC646603,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001040159,SPOCK3,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
NM_014269,ADAM29,-,-,-,-,-,-0.182 ,0.253 ,0,0,0,0,1,0,0,0,0
NM_138386,NAF1,-,-,-,-,-,0.090 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001001701,LOC401152,-,-,-,-,-,0.252 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_005663,WHSC2,-,-,-,-,-,0.203 ,0.205 ,1,0,0,0,0,0,0,0,0
NM_001029887,HELT,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001033047,NPNT,-,-,-,-,-,-0.442 ,0.208 ,0,0,0,1,1,0,0,0,0
NM_003728,UNC5C,-,-,-,-,-,-0.168 ,0.225 ,0,0,0,0,0,0,0,0,0
NM_053042,ZNF518B,-,-,-,-,-,0.680 ,0.229 ,0,0,1,0,0,0,0,0,0
NM_000672,ADH6,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_020859,SHROOM3,-,-,-,-,-,0.439 ,0.208 ,0,1,1,0,1,0,0,0,0
NM_002494,NDUFC1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_207406,CCDC4,-,-,-,-,-,0.304 ,0.240 ,0,2,1,0,0,0,0,0,0
NM_000508,FGA,-,-,-,-,-,-0.126 ,0.507 ,0,0,0,0,0,0,0,0,0
NM_005651,TDO2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152620,TRIM60,-,-,-,-,-,-1.321 ,0.971 ,0,0,0,0,0,0,0,0,0
NM_006168,NKX6-1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_015454,LARP7,4,8,0.288 ,0.239 ,0.314 ,-,-,0,0,0,0,0,0,0,0,0
NM_018569,C4ORF16,-,-,-,-,-,-0.174 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_174921,C4ORF34,-,-,-,-,-,-0.084 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_016323,HERC5,-,-,-,-,-,-0.168 ,0.205 ,0,0,0,0,1,0,0,0,0
NM_001115008,LIN54,-,-,-,-,-,-0.104 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_024751,GSTCD,-,-,-,-,-,-0.341 ,0.213 ,0,1,0,0,0,0,0,0,0
NM_018241,TMEM34,-,-,-,-,-,-0.072 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_173536,GABRG1,-,-,-,-,-,0.012 ,0.257 ,1,2,0,0,0,0,0,0,0
